,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres
5157312,tt2017038,movie,All Is Lost,All Is Lost,0,2013,\N,106,"Action,Adventure,Drama"
5157756,tt2017486,movie,Closer to the Moon,Closer to the Moon,0,2014,\N,112,"Comedy,Crime,Drama"
5157837,tt2017561,movie,Journey to the West: Conquering the Demons,Xi you: Xiang mo pian,0,2013,\N,110,"Action,Adventure,Comedy"
5177891,tt2023453,movie,Diary of a Wimpy Kid: Dog Days,Diary of a Wimpy Kid: Dog Days,0,2012,\N,94,"Comedy,Family"
5179033,tt2023690,movie,Sightseers,Sightseers,0,2012,\N,88,"Adventure,Comedy,Crime"
5182717,tt2024432,movie,Identity Thief,Identity Thief,0,2013,\N,111,"Comedy,Crime,Drama"
5182897,tt2024469,movie,Non-Stop,Non-Stop,0,2014,\N,106,"Action,Mystery,Thriller"
5183268,tt2024544,movie,12 Years a Slave,12 Years a Slave,0,2013,\N,134,"Biography,Drama,History"
5188862,tt2025690,movie,The Finest Hours,The Finest Hours,0,2016,\N,117,"Action,Drama,History"
5191689,tt2027128,video,Justice League: Doom,Justice League: Doom,0,2012,\N,75,"Action,Animation,Fantasy"
5191702,tt2027140,movie,Mood Indigo,L'écume des jours,0,2013,\N,94,"Comedy,Drama,Fantasy"
5193318,tt2028530,movie,Paradise Lost 3: Purgatory,Paradise Lost 3: Purgatory,0,2011,\N,121,"Crime,Documentary"
5199472,tt2033193,tvSeries,A Very Potter Musical,A Very Potter Musical,0,2009,2010,166,"Comedy,Musical"
5200326,tt2034031,movie,Laggies,Laggies,0,2014,\N,99,"Comedy,Drama,Romance"
5204029,tt2036416,movie,You Are the Apple of My Eye,"Na xie nian, wo men yi qi zhui de nu hai",0,2011,\N,109,"Comedy,Drama,Romance"
5207032,tt2039393,movie,The Gambler,The Gambler,0,2014,\N,111,"Crime,Drama,Thriller"
5207846,tt2040264,tvMovie,A Very Potter Sequel,A Very Potter Sequel,0,2010,\N,213,"Comedy,Musical"
5208137,tt2040560,movie,The Pact,The Pact,0,2012,\N,89,"Horror,Mystery,Thriller"
5215651,tt2042568,movie,Inside Llewyn Davis,Inside Llewyn Davis,0,2013,\N,104,"Drama,Music"
5218673,tt2043932,movie,New Kids Nitro,New Kids Nitro,0,2011,\N,77,"Action,Comedy,Horror"
5218799,tt2044056,tvMiniSeries,The Story of Film: An Odyssey,The Story of Film: An Odyssey,0,2011,2011,62,"Documentary,History"
5220045,tt2044801,movie,Kite,Kite,0,2014,\N,90,"Action,Crime,Thriller"
5226853,tt2048770,movie,I'll Follow You Down,I'll Follow You Down,0,2013,\N,89,"Drama,Mystery,Sci-Fi"
5233726,tt2053423,movie,Revenge for Jolly!,Revenge for Jolly!,0,2012,\N,81,"Comedy,Drama"
5233728,tt2053425,movie,Rust and Bone,De rouille et d'os,0,2012,\N,120,"Drama,Romance"
5233771,tt2053463,movie,Side Effects,Side Effects,0,2013,\N,106,"Crime,Drama,Mystery"
5236073,tt2055765,movie,The English Teacher,The English Teacher,0,2013,\N,93,"Comedy,Drama"
5240128,tt2057392,movie,Eye in the Sky,Eye in the Sky,0,2015,\N,102,"Action,Drama,Thriller"
5241925,tt2059171,movie,13 Sins,13 Sins,0,2014,\N,93,"Horror,Thriller"
5248334,tt2061702,movie,To the Forest of Firefly Lights,Hotarubi no mori e,0,2011,\N,45,"Animation,Drama,Fantasy"
5250401,tt2063781,movie,Smashed,Smashed,0,2012,\N,81,Drama
5251664,tt2064968,movie,The Longest Week,The Longest Week,0,2014,\N,86,"Comedy,Drama,Romance"
5252687,tt2065968,video,Dragons: Gift of the Night Fury,Dragons: Gift of the Night Fury,0,2011,\N,22,"Adventure,Animation,Comedy"
5264152,tt2073520,movie,An Oversimplification of Her Beauty,An Oversimplification of Her Beauty,0,2012,\N,84,"Animation,Comedy,Drama"
5270207,tt2076220,movie,Holy Motors,Holy Motors,0,2012,\N,115,"Drama,Fantasy"
5272462,tt2076781,tvSpecial,6 Days to Air: The Making of South Park,6 Days to Air: The Making of South Park,0,2011,\N,42,"Comedy,Documentary"
5280586,tt2080374,movie,Steve Jobs,Steve Jobs,0,2015,\N,122,"Biography,Drama"
5281849,tt2081437,movie,The Liability,The Liability,0,2012,\N,82,"Comedy,Crime,Thriller"
5287880,tt2084970,movie,The Imitation Game,The Imitation Game,0,2014,\N,114,"Biography,Drama,Thriller"
5287980,tt2084989,movie,Upstream Color,Upstream Color,0,2013,\N,96,"Drama,Mystery,Sci-Fi"
5309760,tt2091256,movie,Captain Underpants: The First Epic Movie,Captain Underpants: The First Epic Movie,0,2017,\N,89,"Action,Adventure,Animation"
5310461,tt2091473,movie,Promised Land,Promised Land,0,2012,\N,106,Drama
5312098,tt2091935,movie,Mr. Right,Mr. Right,0,2015,\N,95,"Action,Comedy,Crime"
5312790,tt2092588,tvMiniSeries,Frozen Planet,Frozen Planet,0,2011,2012,60,Documentary
5314289,tt2094064,movie,Much Ado About Nothing,Much Ado About Nothing,0,2012,\N,109,"Comedy,Drama,Romance"
5314966,tt2094766,movie,Assassin's Creed,Assassin's Creed,0,2016,\N,115,"Action,Adventure,Sci-Fi"
5317067,tt2096672,movie,Dumb and Dumber To,Dumb and Dumber To,0,2014,\N,109,Comedy
5317069,tt2096673,movie,Inside Out,Inside Out,0,2015,\N,95,"Adventure,Animation,Comedy"
5317836,tt2097298,movie,"McFarland, USA","McFarland, USA",0,2015,\N,129,"Biography,Drama,Sport"
5321654,tt2100546,tvMovie,Ice Age: A Mammoth Christmas,Ice Age: A Mammoth Christmas,0,2011,\N,26,"Adventure,Animation,Comedy"
5327156,tt2103217,movie,Maniac,Maniac,0,2012,\N,89,"Crime,Horror,Thriller"
5327365,tt2103254,movie,Tammy,Tammy,0,2014,\N,97,"Comedy,Romance"
5327514,tt2103281,movie,Dawn of the Planet of the Apes,Dawn of the Planet of the Apes,0,2014,\N,130,"Action,Adventure,Drama"
5336454,tt2105044,movie,V/H/S,V/H/S,0,2012,\N,116,"Horror,Mystery,Thriller"
5343056,tt2106476,movie,The Hunt,Jagten,0,2012,\N,115,Drama
5356458,tt2109184,movie,Paranormal Activity 4,Paranormal Activity 4,0,2012,\N,88,"Horror,Mystery"
5356758,tt2109248,movie,Transformers: Age of Extinction,Transformers: Age of Extinction,0,2014,\N,165,"Action,Adventure,Sci-Fi"
5369439,tt2112277,movie,Swelter,Swelter,0,2014,\N,96,"Action,Crime,Drama"
5369442,tt2112281,short,Tangled Ever After,Tangled Ever After,0,2012,\N,6,"Adventure,Animation,Comedy"
5370094,tt2112999,tvSpecial,Louis C.K.: Live at the Beacon Theater,Louis C.K.: Live at the Beacon Theater,0,2011,\N,63,Comedy
5370697,tt2113659,movie,Elsa & Fred,Elsa & Fred,0,2014,\N,93,"Comedy,Drama,Romance"
5386574,tt2118624,movie,The Final Girls,The Final Girls,0,2015,\N,91,"Comedy,Fantasy,Horror"
5390847,tt2119532,movie,Hacksaw Ridge,Hacksaw Ridge,0,2016,\N,139,"Biography,Drama,History"
5393865,tt2120120,movie,Pixels,Pixels,0,2015,\N,105,"Action,Comedy,Fantasy"
5419980,tt2125435,movie,Beasts of the Southern Wild,Beasts of the Southern Wild,0,2012,\N,93,"Adventure,Drama,Fantasy"
5420846,tt2125608,movie,Searching for Sugar Man,Searching for Sugar Man,0,2012,\N,86,"Biography,Documentary,Music"
5421165,tt2125666,movie,The Queen of Versailles,The Queen of Versailles,0,2012,\N,100,Documentary
5424516,tt2126355,movie,San Andreas,San Andreas,0,2015,\N,114,"Action,Adventure,Thriller"
5442354,tt2130270,movie,The Mule,The Mule,0,2014,\N,103,"Comedy,Crime,Drama"
5452287,tt2132285,movie,The Bling Ring,The Bling Ring,0,2013,\N,90,"Biography,Crime,Drama"
5452956,tt2132405,movie,Spellbound,O-ssak-han yeon-ae,0,2011,\N,114,"Comedy,Fantasy,Horror"
5460068,tt2134170,movie,10 Cent Pistol,10 Cent Pistol,0,2014,\N,91,"Crime,Thriller"
5481848,tt2139555,movie,Playing It Cool,Playing It Cool,0,2014,\N,94,"Comedy,Romance"
5484883,tt2140203,movie,Wolf Children,Ôkami kodomo no Ame to Yuki,0,2012,\N,117,"Animation,Drama,Family"
5485647,tt2140373,movie,Saving Mr. Banks,Saving Mr. Banks,0,2013,\N,125,"Biography,Comedy,Drama"
5485671,tt2140379,movie,Self/less,Self/less,0,2015,\N,117,"Action,Mystery,Sci-Fi"
5485813,tt2140423,movie,Sorrow,Sorrow,0,2015,\N,90,"Crime,Drama,Horror"
5486046,tt2140479,movie,The Accountant,The Accountant,0,2016,\N,128,"Action,Crime,Drama"
5486458,tt2140577,movie,The Pretty One,The Pretty One,0,2013,\N,90,"Comedy,Drama"
5486599,tt2140619,movie,Two Night Stand,Two Night Stand,0,2014,\N,86,"Comedy,Romance"
5506093,tt2145829,movie,Robot Overlords,Robot Overlords,0,2014,\N,90,"Action,Adventure,Sci-Fi"
5507264,tt2147048,movie,Red Flag,Red Flag,0,2012,\N,85,"Comedy,Drama,Romance"
5514273,tt2152198,movie,The Pervert's Guide to Ideology,The Pervert's Guide to Ideology,0,2012,\N,136,Documentary
5515993,tt2153963,movie,Tabu,Tabu,0,2012,\N,118,"Drama,Romance"
5542402,tt2166616,movie,Wrong Cops,Wrong Cops,0,2013,\N,83,"Comedy,Crime"
5542608,tt2166834,video,"Batman: The Dark Knight Returns, Part 2","Batman: The Dark Knight Returns, Part 2",0,2013,\N,76,"Action,Animation,Crime"
5542950,tt2167202,movie,Getaway,Getaway,0,2013,\N,90,"Action,Thriller"
5545803,tt2170299,movie,Bad Words,Bad Words,0,2013,\N,89,"Comedy,Drama"
5545932,tt2170439,movie,Horrible Bosses 2,Horrible Bosses 2,0,2014,\N,108,"Comedy,Crime"
5546069,tt2170593,movie,St. Vincent,St. Vincent,0,2014,\N,102,"Comedy,Drama"
5547978,tt2172584,movie,Maps to the Stars,Maps to the Stars,0,2014,\N,111,"Comedy,Drama,Mystery"
5548310,tt2172934,movie,3 Days to Kill,3 Days to Kill,0,2014,\N,117,"Action,Drama,Thriller"
5548360,tt2172985,movie,The Art of the Steal,The Art of the Steal,0,2013,\N,90,"Comedy,Crime,Thriller"
5553932,tt2175842,short,The Longest Daycare,The Longest Daycare,0,2012,\N,5,"Animation,Comedy,Family"
5555763,tt2177771,movie,The Monuments Men,The Monuments Men,0,2014,\N,118,"Comedy,Drama,War"
5556993,tt2179116,movie,The Kings of Summer,The Kings of Summer,0,2013,\N,95,"Adventure,Comedy,Drama"
5557011,tt2179136,movie,American Sniper,American Sniper,0,2014,\N,133,"Action,Biography,Drama"
5560707,tt2180411,movie,Into the Woods,Into the Woods,0,2014,\N,125,"Adventure,Comedy,Drama"
5566694,tt2181931,movie,English Vinglish,English Vinglish,0,2012,\N,134,"Comedy,Drama,Family"
5566805,tt2181959,movie,God Loves Caviar,O Theos agapaei to haviari,0,2012,\N,101,"Adventure,Biography,Drama"
5566968,tt2182001,movie,Legend No. 17,Legenda No. 17,0,2013,\N,134,"Biography,Drama,Sport"
5576001,tt2184339,movie,The Purge,The Purge,0,2013,\N,85,"Horror,Sci-Fi,Thriller"
5590617,tt2187884,movie,Escape from Tomorrow,Escape from Tomorrow,0,2013,\N,90,"Comedy,Drama,Fantasy"
5608011,tt2191400,movie,"Sex, Drugs & Taxation",Spies & Glistrup,0,2013,\N,110,"Biography,Drama"
5609068,tt2191701,movie,Grown Ups 2,Grown Ups 2,0,2013,\N,101,Comedy
5615704,tt2193215,movie,The Counselor,The Counselor,0,2013,\N,117,"Action,Adventure,Crime"
5615883,tt2193265,movie,Welcome to the Jungle,Welcome to the Jungle,0,2013,\N,95,"Action,Adventure,Comedy"
5620526,tt2194499,movie,About Time,About Time,0,2013,\N,123,"Comedy,Drama,Fantasy"
5639901,tt2199571,movie,Run All Night,Run All Night,0,2015,\N,114,"Action,Crime,Thriller"
5657878,tt2203939,movie,The Other Woman,The Other Woman,0,2014,\N,109,"Comedy,Romance"
5659379,tt2204315,video,Saving Santa,Saving Santa,0,2013,\N,83,"Adventure,Animation,Comedy"
5664574,tt2205697,movie,Stuck in Love.,Stuck in Love,0,2012,\N,97,"Comedy,Drama,Romance"
5676383,tt2209418,movie,Before Midnight,Before Midnight,0,2013,\N,109,"Drama,Romance"
5677819,tt2209764,movie,Transcendence,Transcendence,0,2014,\N,119,"Drama,Sci-Fi,Thriller"
5680150,tt2212008,movie,The Bag Man,The Bag Man,0,2014,\N,108,"Action,Crime,Drama"
5683541,tt2215489,tvSpecial,Sebastian Maniscalco: What's Wrong with People?,Sebastian Maniscalco: What's Wrong with People?,0,2012,\N,75,Comedy
5700542,tt2224026,movie,Home,Home,0,2015,\N,94,"Adventure,Animation,Comedy"
5706363,tt2226417,movie,Insidious: Chapter 2,Insidious: Chapter 2,0,2013,\N,106,"Horror,Mystery,Thriller"
5710923,tt2229499,movie,Don Jon,Don Jon,0,2013,\N,90,"Comedy,Drama,Romance"
5715638,tt2231253,movie,Wild Card,Wild Card,0,2015,\N,92,"Action,Crime,Drama"
5715812,tt2231461,movie,Rampage,Rampage,0,2018,\N,107,"Action,Adventure,Sci-Fi"
5720317,tt2234003,movie,Calvary,Calvary,0,2014,\N,102,"Crime,Drama,Mystery"
5720336,tt2234025,movie,Coffee Town,Coffee Town,0,2013,\N,87,Comedy
5720443,tt2234155,movie,The Internship,The Internship,0,2013,\N,119,Comedy
5721895,tt2235542,video,Big Top Scooby-Doo!,Big Top Scooby-Doo!,0,2012,\N,80,"Adventure,Animation,Comedy"
5727808,tt2239822,movie,Valerian and the City of a Thousand Planets,Valerian and the City of a Thousand Planets,0,2017,\N,136,"Action,Adventure,Fantasy"
5727838,tt2239832,movie,Think Like a Man Too,Think Like a Man Too,0,2014,\N,106,"Comedy,Romance"
5731977,tt2241351,movie,Money Monster,Money Monster,0,2016,\N,98,"Action,Crime,Drama"
5733921,tt2243469,movie,"Daddy, I'm a Zombie","Papá, soy una zombi",0,2010,\N,80,"Animation,Comedy,Drama"
5739270,tt2245084,movie,Big Hero 6,Big Hero 6,0,2014,\N,102,"Action,Adventure,Animation"
5739394,tt2245195,movie,The History of Future Folk,The History of Future Folk,0,2012,\N,86,"Comedy,Music,Sci-Fi"
5743833,tt2246565,movie,An Honest Liar,An Honest Liar,0,2014,\N,90,"Biography,Comedy,Documentary"
5744513,tt2246779,tvSpecial,John Mulaney: New in Town,John Mulaney: New in Town,0,2012,\N,60,Comedy
5747770,tt2247732,video,Marvel One-Shot: Item 47,Marvel One-Shot: Item 47,0,2012,\N,12,"Action,Adventure,Crime"
5752675,tt2249221,movie,Zulu,Zulu,0,2013,\N,110,"Action,Crime,Drama"
5758332,tt2250912,movie,Spider-Man: Homecoming,Spider-Man: Homecoming,0,2017,\N,133,"Action,Adventure,Sci-Fi"
5769855,tt2258345,movie,Fading Gigolo,Fading Gigolo,0,2013,\N,90,"Comedy,Romance"
5770303,tt2258858,movie,Wadjda,Wadjda,0,2012,\N,98,"Comedy,Drama"
5772885,tt2261331,movie,Black Sea,Black Sea,0,2014,\N,114,"Adventure,Drama,Thriller"
5773910,tt2262227,movie,The Book of Life,The Book of Life,0,2014,\N,95,"Adventure,Animation,Comedy"
5775781,tt2263814,movie,The Maid's Room,The Maid's Room,0,2013,\N,98,Thriller
5775953,tt2263944,movie,Dragon Ball Z: Battle of Gods,Doragon Bôru Zetto Kami to Kami,0,2013,\N,85,"Action,Adventure,Animation"
5779136,tt2265171,movie,The Raid 2,Serbuan maut 2: Berandal,0,2014,\N,150,"Action,Crime,Thriller"
5779372,tt2265398,movie,Drinking Buddies,Drinking Buddies,0,2013,\N,90,"Comedy,Drama,Romance"
5779494,tt2265534,movie,The Lifeguard,The Lifeguard,0,2013,\N,98,"Drama,Romance"
5781743,tt2267968,movie,Kung Fu Panda 3,Kung Fu Panda 3,0,2016,\N,95,"Action,Adventure,Animation"
5781772,tt2267998,movie,Gone Girl,Gone Girl,0,2014,\N,149,"Drama,Mystery,Thriller"
5781788,tt2268016,movie,Magic Mike XXL,Magic Mike XXL,0,2015,\N,115,"Comedy,Drama,Music"
5782407,tt2268617,video,Puss in Boots: The Three Diablos,Puss in Boots: The Three Diablos,0,2012,\N,13,"Adventure,Animation,Comedy"
5789664,tt2273657,movie,True Story,True Story,0,2015,\N,99,"Biography,Crime,Drama"
5791070,tt2274356,tvSpecial,Jim Jefferies: Fully Functional,Jim Jefferies: Fully Functional,0,2012,\N,61,Comedy
5791376,tt2274570,movie,Bad Milo,Bad Milo!,0,2013,\N,85,"Comedy,Horror"
5800786,tt2277860,movie,Finding Dory,Finding Dory,0,2016,\N,97,"Adventure,Animation,Comedy"
5802981,tt2278388,movie,The Grand Budapest Hotel,The Grand Budapest Hotel,0,2014,\N,99,"Adventure,Comedy,Crime"
5803901,tt2278871,movie,Blue Is the Warmest Colour,La vie d'Adèle,0,2013,\N,180,"Drama,Romance"
5808470,tt2280378,short,The Punisher: Dirty Laundry,The Punisher: Dirty Laundry,0,2012,\N,10,"Action,Crime,Drama"
5811995,tt2281587,movie,Muppets Most Wanted,Muppets Most Wanted,0,2014,\N,107,"Adventure,Comedy,Crime"
5815142,tt2283362,movie,Jumanji: Welcome to the Jungle,Jumanji: Welcome to the Jungle,0,2017,\N,119,"Action,Adventure,Comedy"
5832065,tt2290153,tvSpecial,Bill Burr: You People Are All the Same.,Bill Burr: You People Are All the Same,0,2012,\N,69,Comedy
5832520,tt2290553,movie,Northmen: A Viking Saga,Northmen: A Viking Saga,0,2014,\N,97,"Action,Drama,History"
5835538,tt2293640,movie,Minions,Minions,0,2015,\N,91,"Adventure,Animation,Comedy"
5838408,tt2294449,movie,22 Jump Street,22 Jump Street,0,2014,\N,112,"Action,Comedy,Crime"
5838598,tt2294629,movie,Frozen,Frozen,0,2013,\N,102,"Adventure,Animation,Comedy"
5838649,tt2294677,movie,In a World...,In a World...,0,2013,\N,93,Comedy
5839169,tt2295196,movie,Hunting Elephants,Latzud Pilim,0,2013,\N,107,"Comedy,Crime,Drama"
5848610,tt2301592,movie,The Dance of Reality,La danza de la realidad,0,2013,\N,133,"Biography,Drama,Fantasy"
5852109,tt2302755,movie,Olympus Has Fallen,Olympus Has Fallen,0,2013,\N,119,"Action,Thriller"
5857154,tt2304426,movie,The Selfish Giant,The Selfish Giant,0,2013,\N,91,Drama
5857473,tt2304771,movie,Mandela: Long Walk to Freedom,Mandela: Long Walk to Freedom,0,2013,\N,141,"Biography,Drama,History"
5857628,tt2304915,movie,The Green Prince,The Green Prince,0,2014,\N,101,"Biography,Documentary"
5857684,tt2304933,movie,The 5th Wave,The 5th Wave,0,2016,\N,112,"Action,Adventure,Sci-Fi"
5858056,tt2305051,movie,Wild,Wild,0,2014,\N,115,"Adventure,Biography,Drama"
5866009,tt2309021,movie,We Are What We Are,We Are What We Are,0,2013,\N,105,"Drama,Horror,Thriller"
5866221,tt2309260,movie,The Gallows,The Gallows,0,2015,\N,81,"Horror,Mystery,Thriller"
5866924,tt2309961,movie,Afflicted,Afflicted,0,2013,\N,85,"Horror,Mystery,Thriller"
5867336,tt2310332,movie,The Hobbit: The Battle of the Five Armies,The Hobbit: The Battle of the Five Armies,0,2014,\N,144,"Adventure,Fantasy"
5870395,tt2312718,movie,Homefront,Homefront,0,2013,\N,100,"Action,Crime,Thriller"
5872234,tt2313197,video,"Batman: The Dark Knight Returns, Part 1","Batman: The Dark Knight Returns, Part 1",0,2012,\N,76,"Action,Animation,Crime"
5882266,tt2316204,movie,Alien: Covenant,Alien: Covenant,0,2017,\N,122,"Horror,Sci-Fi,Thriller"
5882455,tt2316411,movie,Enemy,Enemy,0,2013,\N,91,"Drama,Mystery,Thriller"
5889738,tt2321549,movie,The Babadook,The Babadook,0,2014,\N,94,"Drama,Horror,Mystery"
5891410,tt2322441,movie,Fifty Shades of Grey,Fifty Shades of Grey,0,2015,\N,125,"Drama,Romance,Thriller"
5891482,tt2322517,movie,Mojave,Mojave,0,2015,\N,93,"Action,Adventure,Crime"
5892748,tt2323836,movie,Anohana the Movie: The Flower We Saw That Day (Ano hi mita hana no namae wo bokutachi wa mada shiran,Gekijouban Ano hi mita hana no namae wo bokutachi wa mada shiranai.,0,2013,\N,99,"Adventure,Animation,Drama"
5893923,tt2325002,movie,Freezer,Freezer,0,2014,\N,83,"Action,Thriller"
5895581,tt2326554,movie,A Girl Walks Home Alone at Night,A Girl Walks Home Alone at Night,0,2014,\N,101,"Drama,Horror,Romance"
5895646,tt2326612,movie,The Captive,The Captive,0,2014,\N,112,"Crime,Drama,Mystery"
5902669,tt2332579,movie,Crystal Fairy & the Magical Cactus,Crystal Fairy y el cactus mágico,0,2013,\N,98,"Adventure,Comedy,Drama"
5906513,tt2333784,movie,The Expendables 3,The Expendables 3,0,2014,\N,126,"Action,Adventure,Comedy"
5906532,tt2333804,movie,The Zero Theorem,The Zero Theorem,0,2013,\N,107,"Comedy,Drama,Fantasy"
5907447,tt2334649,movie,Fruitvale Station,Fruitvale Station,0,2013,\N,85,"Biography,Crime,Drama"
5907675,tt2334871,movie,Snatched,Snatched,0,2017,\N,90,"Action,Adventure,Comedy"
5907678,tt2334873,movie,Blue Jasmine,Blue Jasmine,0,2013,\N,98,"Comedy,Drama,Romance"
5907685,tt2334879,movie,White House Down,White House Down,0,2013,\N,131,"Action,Drama,Thriller"
5910955,tt2338151,movie,PK,PK,0,2014,\N,153,"Comedy,Drama,Sci-Fi"
5920449,tt2345567,movie,Haunter,Haunter,0,2013,\N,97,"Fantasy,Horror,Mystery"
5921180,tt2345759,movie,The Mummy,The Mummy,0,2017,\N,110,"Action,Adventure,Fantasy"
5925615,tt2347134,movie,Unforgiven,Yurusarezaru mono,0,2013,\N,135,"Action,Crime,Drama"
5927354,tt2347569,movie,Frances Ha,Frances Ha,0,2012,\N,86,"Comedy,Drama,Romance"
5937626,tt2355495,movie,Barefoot,Barefoot,0,2014,\N,90,"Comedy,Drama,Romance"
5940682,tt2357129,movie,Jobs,Jobs,0,2013,\N,128,"Biography,Drama"
5940951,tt2357291,movie,Rio 2,Rio 2,0,2014,\N,101,"Adventure,Animation,Comedy"
5941714,tt2357461,movie,Honey,Miele,0,2013,\N,96,Drama
5943798,tt2358891,movie,The Great Beauty,La grande bellezza,0,2013,\N,141,Drama
5943841,tt2358925,movie,Unfinished Business,Unfinished Business,0,2015,\N,91,"Comedy,Drama"
5943972,tt2359024,movie,Blue Ruin,Blue Ruin,0,2013,\N,90,"Crime,Drama,Thriller"
5946435,tt2361509,movie,The Intern,The Intern,0,2015,\N,121,"Comedy,Drama"
5956403,tt2364841,movie,Runner Runner,Runner Runner,0,2013,\N,88,"Crime,Mystery,Thriller"
5958628,tt2366308,movie,Everything or Nothing,Everything or Nothing,0,2012,\N,98,Documentary
5962893,tt2369135,movie,Need for Speed,Need for Speed,0,2014,\N,132,"Action,Crime,Thriller"
5963947,tt2370248,movie,Short Term 12,Short Term 12,0,2013,\N,96,Drama
5973489,tt2374144,movie,Gintama the Movie: The Final Chapter - Be Forever Yorozuya,Gekijouban Gintama Kanketsu-hen: Yorozuyayo eien nare,0,2013,\N,110,"Action,Animation,Comedy"
5978566,tt2375574,movie,A Field in England,A Field in England,0,2013,\N,90,"Drama,History,Horror"
5978592,tt2375605,movie,The Act of Killing,The Act of Killing,0,2012,\N,117,"Biography,Crime,Documentary"
5982251,tt2377322,movie,Deliver Us from Evil,Deliver Us from Evil,0,2014,\N,118,"Crime,Horror,Mystery"
5989954,tt2379386,movie,In the Name of the King: The Last Mission,In the Name of the King: The Last Mission,0,2014,\N,86,"Action,Adventure,Fantasy"
5990279,tt2379713,movie,Spectre,Spectre,0,2015,\N,148,"Action,Adventure,Thriller"
5991314,tt2380307,movie,Coco,Coco,0,2017,\N,105,"Adventure,Animation,Drama"
5994104,tt2381111,movie,Brooklyn,Brooklyn,0,2015,\N,117,"Drama,Romance"
5994485,tt2381249,movie,Mission: Impossible - Rogue Nation,Mission: Impossible - Rogue Nation,0,2015,\N,131,"Action,Adventure,Thriller"
5995360,tt2381941,movie,Focus,Focus,0,2015,\N,105,"Comedy,Crime,Drama"
5995408,tt2381991,movie,The Huntsman: Winter's War,The Huntsman: Winter's War,0,2016,\N,114,"Action,Adventure,Drama"
5995423,tt2382009,movie,Nymphomaniac: Vol. II,Nymphomaniac: Vol. II,0,2013,\N,124,Drama
5997877,tt2383068,movie,The Sacrament,The Sacrament,0,2013,\N,99,"Horror,Thriller"
6010546,tt2386404,movie,He Never Died,He Never Died,0,2015,\N,99,"Comedy,Drama,Fantasy"
6013900,tt2387433,movie,Dark Skies,Dark Skies,0,2013,\N,97,"Horror,Sci-Fi,Thriller"
6014048,tt2387499,movie,Keeping Up with the Joneses,Keeping Up with the Joneses,0,2016,\N,105,"Action,Comedy"
6014193,tt2387559,movie,Delivery Man,Delivery Man,0,2013,\N,105,"Comedy,Drama"
6015424,tt2388715,movie,Oculus,Oculus,0,2013,\N,104,"Horror,Mystery,Thriller"
6015433,tt2388725,short,Paperman,Paperman,0,2012,\N,7,"Animation,Comedy,Family"
6018847,tt2390361,movie,Enough Said,Enough Said,0,2013,\N,93,"Comedy,Drama,Romance"
6019869,tt2390962,movie,The Unknown Known,The Unknown Known,0,2013,\N,103,"Biography,Documentary,History"
6021957,tt2392672,movie,Reality,Réalité,0,2014,\N,95,Comedy
6023334,tt2393845,movie,Kill Me Three Times,Kill Me Three Times,0,2014,\N,90,"Action,Adventure,Comedy"
6025965,tt2395427,movie,Avengers: Age of Ultron,Avengers: Age of Ultron,0,2015,\N,141,"Action,Adventure,Sci-Fi"
6026725,tt2396224,movie,It's Such a Beautiful Day,It's Such a Beautiful Day,0,2012,\N,62,"Animation,Comedy,Drama"
6027040,tt2396566,movie,20 Feet from Stardom,Twenty Feet from Stardom,0,2013,\N,91,"Biography,Documentary,History"
6027059,tt2396589,movie,Mudbound,Mudbound,0,2017,\N,134,"Drama,War"
6027971,tt2397535,movie,Predestination,Predestination,0,2014,\N,97,"Action,Drama,Sci-Fi"
6029004,tt2398249,movie,They Came Together,They Came Together,0,2014,\N,83,"Comedy,Romance"
6033022,tt2400291,movie,The Barkley Marathons: The Race That Eats Its Young,The Barkley Marathons: The Race That Eats Its Young,0,2014,\N,89,"Adventure,Documentary,History"
6033780,tt2401097,movie,Tracers,Tracers,0,2015,\N,94,"Action,Crime,Drama"
6035697,tt2401878,movie,Anomalisa,Anomalisa,0,2015,\N,90,"Animation,Comedy,Drama"
6036356,tt2402085,movie,Jimi: All Is by My Side,Jimi: All Is by My Side,0,2013,\N,118,"Biography,Drama,Music"
6036408,tt2402101,movie,Dark Places,Dark Places,0,2015,\N,113,"Crime,Drama,Mystery"
6037236,tt2402603,movie,Felony,Felony,0,2013,\N,105,"Crime,Drama,Mystery"
6037253,tt2402619,movie,Hit by Lightning,Hit by Lightning,0,2014,\N,89,"Comedy,Crime,Romance"
6037561,tt2402927,movie,Carol,Carol,0,2015,\N,118,"Drama,Romance"
6037655,tt2403021,movie,The Green Inferno,The Green Inferno,0,2013,\N,100,"Adventure,Horror"
6038798,tt2404233,movie,Gods of Egypt,Gods of Egypt,0,2016,\N,127,"Action,Adventure,Drama"
6038860,tt2404299,movie,Lovesick,Lovesick,0,2014,\N,85,"Comedy,Romance"
6038870,tt2404311,movie,The Family,The Family,0,2013,\N,111,"Comedy,Crime,Thriller"
6038971,tt2404425,movie,Woman in Gold,Woman in Gold,0,2015,\N,109,"Biography,Drama,History"
6038979,tt2404435,movie,The Magnificent Seven,The Magnificent Seven,0,2016,\N,132,"Action,Adventure,Drama"
6039004,tt2404463,movie,The Heat,The Heat,0,2013,\N,117,"Action,Comedy,Crime"
